"Address","¤u¼t¦WºÙ","¤u¼tµn°O½s¸¹","¤u¼t³]¥ß³\¥i®×¸¹","¤u¼t¦a§}","¤u¼t¥«Âí¶m§ø¨½","¤u¼t­t³d¤H©m¦W","¤½¥q.Àç§Q¨Æ·~.²Î¤@½s¸¹","¤u¼t²ÕÂ´«¬ºA","¤u¼t³]¥ß®Ö­ã¤é´Á","¤u¼tµn°O®Ö­ã¤é´Á","¤u¼tµn°Oª¬ºA","²£·~Ãþ§O","¥D­n²£«~","Response_Address","Response_X","Response_Y"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½¦Ï¸Y¥J26¸¹","¼yÀs¹w©Õ²V¾®¤gªÑ¥÷¦³­­¤½¥q¤K¼w¼t","T0300013",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½¦Ï¸Y¥J26¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","·¨¶i³s",84583850,"ªÑ¥÷¦³­­¤½¥q",NA,1010515,"¥Í²£¤¤","23«Dª÷ÄÝÄqª«»s«~»s³y·~","233¤ôªd¤Î¨ä»s«~","®ç¶é¥«¤K¼w°Ï¤j¦w¨½15¾F¦Ï¸Y¥J26¸¹","121.327830","24.948845"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô528«Ñ29¸¹¡B29¸¹2¼Ó¡B31¸¹¡B31¸¹2¼Ó","®õ¬ãºë±K¤u·~ªÑ¥÷¦³­­¤½¥q","99717918",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô528«Ñ29¸¹¡B29¸¹2¼Ó¡B31¸¹¡B31¸¹2¼Ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","§õ¶iºÖ",23481466,"ªÑ¥÷¦³­­¤½¥q",NA,981123,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","251ª÷ÄÝ¤â¤u¨ã¤Î¼Ò¨ã,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï¤j¦w¨½4¾F©M¥­¸ô528«Ñ29¸¹","121.312259","24.956370"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô¢´¢±¢·«Ñ¢²¢²¸¹","¤EÜg¾÷±ñ¦³­­¤½¥q","99722597",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô¢´¢±¢·«Ñ¢²¢²¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","¸â¾±Às",16383904,"¦³­­¤½¥q",NA,990817,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~,30¨T¨®¤Î¨ä¹s¥ó»s³y·~,31¨ä¥L¹B¿é¤u¨ã¤Î¨ä¹s¥ó»s³y·~","291ª÷ÄÝ¥[¤u¥Î¾÷±ñ³]³Æ,303¨T¨®¹s¥ó,312¾÷¨®¤Î¨ä¹s¥ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½4¾F©M¥­¸ô528«Ñ33¸¹","121.312312","24.956218"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô¢´¢±¢·«Ñ¢µ¢¸¸¹","©÷¸tºë¾÷ªÑ¥÷¦³­­¤½¥q","99717766",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô¢´¢±¢·«Ñ¢µ¢¸¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","ªL¬ü®e",84807922,"ªÑ¥÷¦³­­¤½¥q",NA,980731,"¥Í²£¤¤","30¨T¨®¤Î¨ä¹s¥ó»s³y·~","303¨T¨®¹s¥ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½4¾F©M¥­¸ô528«Ñ69¸¹","121.312833","24.955323"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô528«Ñ89¸¹","ÀAÄÉ¥ø·~¦³­­¤½¥q","03001238",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô528«Ñ89¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","³¯³Ó´I",70661947,"¦³­­¤½¥q",NA,1010820,"¥Í²£¤¤","08­¹«~»s³y·~","089¨ä¥L­¹«~","®ç¶é¥«¤K¼w°Ï¤j¦w¨½4¾F©M¥­¸ô528«Ñ89¸¹","121.313102","24.954651"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô¢´¢³¢¯«Ñ¢²¢¶¸¹¢°¼Ó","³Í¿³¥ø·~¦³­­¤½¥q","03000018",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô¢´¢³¢¯«Ñ¢²¢¶¸¹¢°¼Ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","ªò²Ð§»",15895202,"¦³­­¤½¥q",NA,991012,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~,31¨ä¥L¹B¿é¤u¨ã¤Î¨ä¹s¥ó»s³y·~","293³q¥Î¾÷±ñ³]³Æ,313¦Û¦æ¨®¤Î¨ä¹s¥ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½4¾F©M¥­¸ô540«Ñ37¸¹","121.312813","24.955994"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô540«Ñ46¸¹1¼Ó","²»À·¬ì§Þ¥ø·~¦³­­¤½¥q","03000397",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô540«Ñ46¸¹1¼Ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","Ã¹·ç¦w",84890631,"¦³­­¤½¥q",NA,1000503,"¥Í²£¤¤","24°ò¥»ª÷ÄÝ»s³y·~,25ª÷ÄÝ»s«~»s³y·~","242¾T,259¨ä¥Lª÷ÄÝ»s«~","®ç¶é¥«¤K¼w°Ï¤j¦w¨½4¾F©M¥­¸ô540«Ñ46¸¹","121.312626","24.955924"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô¤­¤G¤K«Ñ¤G¤»¥|§Ë¤@¤G¸¹","ÂE¶i¾÷±ñ¦³­­¤½¥q","99623678",7610003136970,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô¤­¤G¤K«Ñ¤G¤»¥|§Ë¤@¤G¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","¾GªQ¤å¡@¡@¡@",2495513,"¦³­­¤½¥q",761208,761222,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","259¨ä¥Lª÷ÄÝ»s«~,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï¤j¦w¨½4¾F©M¥­¸ô528«Ñ2¸¹","121.311706","24.956563"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô¤»¤@¤@¸¹","®a¨k¤u·~ªÑ¥÷¦³­­¤½¥q","99686448",8010003149333,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô¤»¤@¤@¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","¹ùµnÀÙ¡@¡@¡@",23821373,"ªÑ¥÷¦³­­¤½¥q",800927,801008,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï¤j¦w¨½3¾F©M¥­¸ô611¸¹","121.314661","24.956962"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô¤»¤E¤G«Ñ¤­¥|§Ë¤@¤G¸¹¤@¼Ó","¯q¨Î¹q¤l¦³­­¤½¥q","99627798",8410003224114,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½©M¥­¸ô¤»¤E¤G«Ñ¤­¥|§Ë¤@¤G¸¹¤@¼Ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","Ò\¾å²ú¡@¡@¡@",89659885,"¦³­­¤½¥q",841016,841023,"¥Í²£¤¤","26¹q¤l¹s²Õ¥ó»s³y·~,28¹q¤O³]³Æ»s³y·~","262³Q°Ê¹q¤l¤¸¥ó,269¨ä¥L¹q¤l¹s²Õ¥ó,289¨ä¥L¹q¤O³]³Æ","®ç¶é¥«¤K¼w°Ï¤j¦w¨½7¾F©M¥­¸ô692«Ñ54§Ë12¸¹","121.318057","24.954761"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¢°¢³¢¯¡Ð¢±¢±¸¹¢°¼Ó","©ú¥x¹ê·~ªÑ¥÷¦³­­¤½¥q","99707954",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¢°¢³¢¯¡Ð¢±¢±¸¹¢°¼Ó","®ç¶é¥«¤K¼w°Ï","ªL©y¥\",43633434,"ªÑ¥÷¦³­­¤½¥q",NA,971212,"¥Í²£¤¤","17¥Ûªo¤Î·Ñ»s«~»s³y·~","170¥Ûªo¤Î·Ñ»s«~","®ç¶é¥«¤K¼w°Ï¤j¦w¨½10¾Fªø¦wµó140¤§22¸¹","121.314886","24.951806"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¢±¢¸¸¹","¨|Â×¤u·~ªÑ¥÷¦³­­¤½¥q®ç¶é¤u¼t","99625274",7210003022512,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¢±¢¸¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","¤ý¥°",33875398,"ªÑ¥÷¦³­­¤½¥q",720323,791203,"¥Í²£¤¤","13¥Ö­²¡B¤ò¥Ö¤Î¨ä»s«~»s³y·~","130¥Ö­²¡B¤ò¥Ö¤Î¨ä»s«~","®ç¶é¥«¤K¼w°Ï¤j¦w¨½6¾Fªø¦wµó29¸¹","121.317029","24.955380"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¢±¢¸¸¹","¥þ²y¥Í§ÞªÑ¥÷¦³­­¤½¥q¤K¼w¼t","99707823",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¢±¢¸¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","¤ý¾_°®",12718289,"ªÑ¥÷¦³­­¤½¥q",NA,970917,"¥Í²£¤¤","19¤Æ¾Ç»s«~»s³y·~","199¨ä¥L¤Æ¾Ç»s«~","®ç¶é¥«¤K¼w°Ï¤j¦w¨½6¾Fªø¦wµó29¸¹","121.317029","24.955380"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó306¸¹1¡B2¼Ó","¤j°T¬ì§ÞªÑ¥÷¦³­­¤½¥q","03000945",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó306¸¹1¡B2¼Ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","±ç¨£µo",97489483,"ªÑ¥÷¦³­­¤½¥q",NA,1010221,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~,27¹q¸£¡B¹q¤l²£«~¤Î¥ú¾Ç»s«~»s³y·~","251ª÷ÄÝ¤â¤u¨ã¤Î¼Ò¨ã,259¨ä¥Lª÷ÄÝ»s«~,271¹q¸£¤Î¨ä¶gÃä³]³Æ","®ç¶é¥«¤K¼w°Ï¤j¦w¨½10¾Fªø¦wµó306¸¹","121.317430","24.950224"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó306¸¹1¼Ó","ª÷¤j¬ì§ÞªÑ¥÷¦³­­¤½¥q","68000136",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó306¸¹1¼Ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","ªL²Q»T",54705758,"ªÑ¥÷¦³­­¤½¥q",NA,1040610,"¥Í²£¤¤","26¹q¤l¹s²Õ¥ó»s³y·~","269¨ä¥L¹q¤l¹s²Õ¥ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½10¾Fªø¦wµó306¸¹","121.317430","24.950224"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó306¸¹3¼Ó","ªÖ·L¬ì§ÞªÑ¥÷¦³­­¤½¥q","03001708",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó306¸¹3¼Ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","±ç¨£¹F",27448539,"ªÑ¥÷¦³­­¤½¥q",NA,1020524,"¥Í²£¤¤","27¹q¸£¡B¹q¤l²£«~¤Î¥ú¾Ç»s«~»s³y·~","271¹q¸£¤Î¨ä¶gÃä³]³Æ","®ç¶é¥«¤K¼w°Ï¤j¦w¨½10¾Fªø¦wµó306¸¹","121.317430","24.950224"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¢µ¢°¤§¢°¸¹","¤ÑÄQª÷ÄÝ¤u·~ªÑ¥÷¦³­­¤½¥q","99623321",8110003059674,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¢µ¢°¤§¢°¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","³¢¬ü¥É",23724196,"ªÑ¥÷¦³­­¤½¥q",810603,810619,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~,31¨ä¥L¹B¿é¤u¨ã¤Î¨ä¹s¥ó»s³y·~","251ª÷ÄÝ¤â¤u¨ã¤Î¼Ò¨ã,293³q¥Î¾÷±ñ³]³Æ,312¾÷¨®¤Î¨ä¹s¥ó,319¥¼¤ÀÃþ¨ä¥L¹B¿é¤u¨ã¤Î¨ä¹s¥ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½10¾Fªø¦wµó61¤§1¸¹","121.317062","24.951855"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó61¸¹","¼s<U+5586>ª÷ÄÝ¤u·~ªÑ¥÷¦³­­¤½¥q","99622731",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó61¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","±i°ê¬F",70454237,"ªÑ¥÷¦³­­¤½¥q",NA,901217,"¥Í²£¤¤","24°ò¥»ª÷ÄÝ»s³y·~,25ª÷ÄÝ»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~,30¨T¨®¤Î¨ä¹s¥ó»s³y·~,31¨ä¥L¹B¿é¤u¨ã¤Î¨ä¹s¥ó»s³y·~","241¿ûÅK,251ª÷ÄÝ¤â¤u¨ã¤Î¼Ò¨ã,293³q¥Î¾÷±ñ³]³Æ,303¨T¨®¹s¥ó,312¾÷¨®¤Î¨ä¹s¥ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½10¾Fªø¦wµó61¸¹","121.316608","24.952129"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤@¥|¡³¤§¤@¤K¸¹","¦W«Âºë±K¤u·~¦³­­¤½¥q¤K¼w¼t","99629289",8610003302194,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤@¥|¡³¤§¤@¤K¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","§d¨Îªå¡@¡@¡@",84742793,"¦³­­¤½¥q",860311,860319,"¥Í²£¤¤","30¨T¨®¤Î¨ä¹s¥ó»s³y·~","303¨T¨®¹s¥ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½6¾Fªø¦wµó35¤§1¸¹","121.316612","24.955034"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤@¥|¡³¤§¤@¤»¸¹","¤dºa¥ø·~¦³­­¤½¥q¤K¼w¼t","99629290",8610003302195,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤@¥|¡³¤§¤@¤»¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","¨Hºa©v¡@¡@¡@",22360632,"¦³­­¤½¥q",860311,860319,"¥Í²£¤¤","30¨T¨®¤Î¨ä¹s¥ó»s³y·~","303¨T¨®¹s¥ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½6¾Fªø¦wµó35¤§1¸¹","121.316612","24.955034"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤@¥|¡³¤§¤E¸¹","¥Ã¥ßºë±K¤u·~ªÑ¥÷¦³­­¤½¥q","99626340",7610003021677,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤@¥|¡³¤§¤E¸¹","®ç¶é¥«¤K¼w°Ï","ªL©y¥Ã¡@¡@¡@",22055041,"ªÑ¥÷¦³­­¤½¥q",760317,760407,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~","259¨ä¥Lª÷ÄÝ»s«~","®ç¶é¥«¤K¼w°Ï¤j¦w¨½6¾Fªø¦wµó35¤§1¸¹","121.316612","24.955034"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤@¥|¢¯¡B¤@¥|¢¯¤§¤@¤@¸¹","¦W´°ªÑ¥÷¦³­­¤½¥q","99627453",6110000082858,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤@¥|¢¯¡B¤@¥|¢¯¤§¤@¤@¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","ªL©y¥\¡@¡@¡@",23782759,"ªÑ¥÷¦³­­¤½¥q",580101,621019,"¥Í²£¤¤","21¾ó½¦»s«~»s³y·~,22¶ì½¦»s«~»s³y·~","210¾ó½¦»s«~,220¶ì½¦»s«~","®ç¶é¥«¤K¼w°Ï¤j¦w¨½6¾Fªø¦wµó35¤§1¸¹","121.316612","24.955034"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤@¥|¢¯¤§¤G¢¯¸¹","²»»Í¬Á¼þªÑ¥÷¦³­­¤½¥q","99687840",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤@¥|¢¯¤§¤G¢¯¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","¶Àºa½÷",80463777,"ªÑ¥÷¦³­­¤½¥q",NA,930803,"¥Í²£¤¤","23«Dª÷ÄÝÄqª«»s«~»s³y·~","231¬Á¼þ¤Î¨ä»s«~","®ç¶é¥«¤K¼w°Ï¤j¦w¨½6¾Fªø¦wµó35¤§1¸¹","121.316612","24.955034"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤@¥|¢¯¤§¤G¤T¸¹","¤Ó¦t¬Á¼þªÑ¥÷¦³­­¤½¥qªø¦w¼t","99622264",8810003328693,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤@¥|¢¯¤§¤G¤T¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","®}§Ó°ê",23813367,"ªÑ¥÷¦³­­¤½¥q",880825,880902,"¥Í²£¤¤","23«Dª÷ÄÝÄqª«»s«~»s³y·~","231¬Á¼þ¤Î¨ä»s«~","®ç¶é¥«¤K¼w°Ï¤j¦w¨½6¾Fªø¦wµó35¤§1¸¹","121.316612","24.955034"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤@¥|¢¯¤§¤G¥|¸¹","§¡®a¥ø·~¦³­­¤½¥q","99688002",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤@¥|¢¯¤§¤G¥|¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","¤ý´_¿³",27462237,"¦³­­¤½¥q",NA,931026,"¥Í²£¤¤","23«Dª÷ÄÝÄqª«»s«~»s³y·~","231¬Á¼þ¤Î¨ä»s«~","®ç¶é¥«¤K¼w°Ï¤j¦w¨½6¾Fªø¦wµó35¤§1¸¹","121.316612","24.955034"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤G¤E¤§¤­¸¹","»¨«HÅÖºûªÑ¥÷¦³­­¤½¥q","99687182",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤G¤E¤§¤­¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","Ä¬©_¥Á",22400873,"ªÑ¥÷¦³­­¤½¥q",NA,920915,"¥Í²£¤¤","11¯¼Â´·~","111¯¼¯½","®ç¶é¥«¤K¼w°Ï¤j¦w¨½6¾Fªø¦wµó35¤§1¸¹","121.316612","24.955034"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤»¤T¸¹","ºÖ®ü¤u·~ªÑ¥÷¦³­­¤½¥q","99625238",6110000113229,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ªø¦wµó¤»¤T¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","ÃQ½å¹Å¡@¡@",3530643,"ªÑ¥÷¦³­­¤½¥q",580101,611206,"¥Í²£¤¤","11¯¼Â´·~","111¯¼¯½,115¯¼Â´«~","®ç¶é¥«¤K¼w°Ï¤j¦w¨½10¾Fªø¦wµó63¸¹","121.317156","24.951573"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½«Ø¦wµó¢¸¢¸¸¹¢°¼Ó","¨Î·~¥ø·~ªÀ","99707059",NA,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½«Ø¦wµó¢¸¢¸¸¹¢°¼Ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","¤ýªü§Ö",14952182,"¿W¸ê",NA,960622,"¥Í²£¤¤","30¨T¨®¤Î¨ä¹s¥ó»s³y·~","303¨T¨®¹s¥ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½25¾F«Ø¦wµó99¸¹","121.320599","24.951553"
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô¢²¢¸¤§¢°¸¹","²K¹F¿ûÅKªÑ¥÷¦³­­¤½¥q","99625830",8110003006021,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô¢²¢¸¤§¢°¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","ªL§Ó»Ê",86401813,"ªÑ¥÷¦³­­¤½¥q",810114,810806,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~","252ª÷ÄÝµ²ºc¤Î«Ø¿v²Õ¥ó",NA,NA,NA
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô¢¶¢²«Ñ¢±¢°¸¹","¤é°¶¾÷±ñ¤u·~ªÑ¥÷¦³­­¤½¥q","99627855",7610003103904,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô¢¶¢²«Ñ¢±¢°¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","®}·ç½¬¡@¡@",43759448,"ªÑ¥÷¦³­­¤½¥q",761020,770203,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","259¨ä¥Lª÷ÄÝ»s«~,293³q¥Î¾÷±ñ³]³Æ",NA,NA,NA
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô¢¶¢²«Ñ¢±¢³¸¹¢²¼Ó","ªøªL¹q¤lªÑ¥÷¦³­­¤½¥q","99629659",8710003266354,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô¢¶¢²«Ñ¢±¢³¸¹¢²¼Ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","Â²©|¸S¡@¡@",86644570,"ªÑ¥÷¦³­­¤½¥q",870615,870921,"¥Í²£¤¤","26¹q¤l¹s²Õ¥ó»s³y·~,27¹q¸£¡B¹q¤l²£«~¤Î¥ú¾Ç»s«~»s³y·~","269¨ä¥L¹q¤l¹s²Õ¥ó,271¹q¸£¤Î¨ä¶gÃä³]³Æ,272³q°T¶Ç¼½³]³Æ,275¶q´ú¡B¾É¯è¡B±±¨î³]³Æ¤ÎÄÁ¿ö,277¥ú¾Ç»ö¾¹¤Î³]³Æ",NA,NA,NA
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô73«Ñ27¸¹","¥xÆW¥§¶©¿ûªÑ¥÷¦³­­¤½¥q","99626124",7510003120816,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô73«Ñ27¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","½²¬F¤@¡@¡@¡@",43865428,"ªÑ¥÷¦³­­¤½¥q",751021,790210,"¥Í²£¤¤","22¶ì½¦»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","220¶ì½¦»s«~,293³q¥Î¾÷±ñ³]³Æ",NA,NA,NA
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô¢¶¢²«Ñ¢²¢±¸¹","¹d²»¥ø·~ªÑ¥÷¦³­­¤½¥q¤K¼w¼t","99625434",7510003182329,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô¢¶¢²«Ñ¢²¢±¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","ªL©ó®Ì¡@",4403568,"ªÑ¥÷¦³­­¤½¥q",751231,770127,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~","251ª÷ÄÝ¤â¤u¨ã¤Î¼Ò¨ã",NA,NA,NA
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô¤@¤­¸¹¤@¼Ó","¼z¾ôª÷ÄÝ¤u·~ªÑ¥÷¦³­­¤½¥q","99629182",7510003059234,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô¤@¤­¸¹¤@¼Ó","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","¦¿¤åºÖ",43873150,"ªÑ¥÷¦³­­¤½¥q",750607,770104,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~,28¹q¤O³]³Æ»s³y·~","251ª÷ÄÝ¤â¤u¨ã¤Î¼Ò¨ã,289¨ä¥L¹q¤O³]³Æ",NA,NA,NA
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô¤C¤C¸¹","¼y¬u¥ø·~ªÑ¥÷¦³­­¤½¥q","99625443",7510003023462,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô¤C¤C¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","¼B®a¼y¡@¡@¡@",43918950,"ªÑ¥÷¦³­­¤½¥q",750501,770213,"¥Í²£¤¤","11¯¼Â´·~","114¦L¬V¾ã²z",NA,NA,NA
"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô¤­¤@¸¹","³Í´¼¶î¸Ë¦³­­¤½¥q®ç¶é¼t","99625498",8010003001229,"®ç¶é¥«¤K¼w°Ï¤j¦w¨½ºa¿³¸ô¤­¤@¸¹","®ç¶é¥«¤K¼w°Ï¤j¦w¨½","Öß©¾Ä£¡@¡@¡@",34580668,"¦³­­¤½¥q",800312,801102,"¥Í²£¤¤","28¹q¤O³]³Æ»s³y·~,30¨T¨®¤Î¨ä¹s¥ó»s³y·~,31¨ä¥L¹B¿é¤u¨ã¤Î¨ä¹s¥ó»s³y·~","285®a¥Î¹q¾¹,303¨T¨®¹s¥ó,312¾÷¨®¤Î¨ä¹s¥ó",NA,NA,NA
